DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	genus-strip
COLOR	#ff0000
DATA
Pseudovirgaria_hyperparasitica	#a2a78e	Pseudovirgaria
Cohnella_nanjingensis	#63845c	Cohnella
Cohnella_sp._MFER-1	#63845c	Cohnella
Cohnella_terricola	#63845c	Cohnella
Cohnella_thailandensis	#63845c	Cohnella
Paenibacillus_antri	#df2176	Paenibacillus
Sporotomaculum_syntrophicum	#c8836c	Sporotomaculum
Desulfocucumis_palustris	#77ec1f	Desulfocucumis
Reticulomyxa_filosa	#2e8fb6	Reticulomyxa
Longimicrobium_terrae	#2a93a5	Longimicrobium
Emiliania_huxleyi	#1a822f	Emiliania
Diacronema_lutheri	#a9ec14	Diacronema
Hondaea_fermentalgiana	#537fe0	Hondaea
Monosiga_brevicollis	#b5c740	Monosiga
Salpingoeca_rosetta	#90a4d0	Salpingoeca
Polarella_glacialis	#e9899f	Polarella
Cladocopium_goreaui	#f3a724	Cladocopium
Symbiodinium_microadriaticum	#c0d56e	Symbiodinium
Symbiodinium_natans	#c0d56e	Symbiodinium
Symbiodinium_necroappetens	#c0d56e	Symbiodinium
Symbiodinium_pilosum	#c0d56e	Symbiodinium
Symbiodinium_sp._CCMP2456	#c0d56e	Symbiodinium
Symbiodinium_sp._CCMP2592	#c0d56e	Symbiodinium
Nannochloropsis_gaditana	#8c90ce	Nannochloropsis
Sphaeroforma_arctica	#a5742f	Sphaeroforma
nan	#0c4206	nan
nan	#0c4206	nan
nan	#0c4206	nan
Vitrella_brassicaformis	#813472	Vitrella
Aureococcus_anophagefferens	#f04380	Aureococcus
Pelagomonas_calceolata	#fda869	Pelagomonas
Ectocarpus_siliculosus	#cc1816	Ectocarpus
Ectocarpus_sp._CCAP_1310/34	#cc1816	Ectocarpus
Tribonema_minus	#151180	Tribonema
Candidatus_Manganitrophus_noduliformans	#81d4d8	Candidatus Manganitrophus
Candidatus_Nitrospira_nitrosa	#64c6db	Nitrospira
Nitrospira_defluvii	#64c6db	Nitrospira
Albugo_candida	#ce0f4a	Albugo
Bremia_lactucae	#97ca9d	Bremia
Hyaloperonospora_arabidopsidis	#18bb65	Hyaloperonospora
Nothophytophthora_sp._Chile5	#5d827a	Nothophytophthora
Peronospora_effusa	#127f85	Peronospora
Phytophthora_aleatoria	#d8a403	Phytophthora
Phytophthora_boehmeriae	#d8a403	Phytophthora
Phytophthora_cactorum	#d8a403	Phytophthora
Phytophthora_fragariae	#d8a403	Phytophthora
Phytophthora_infestans	#d8a403	Phytophthora
Phytophthora_infestans	#d8a403	Phytophthora
Phytophthora_kernoviae	#d8a403	Phytophthora
Phytophthora_megakarya	#d8a403	Phytophthora
Phytophthora_nicotianae	#d8a403	Phytophthora
Phytophthora_palmivora	#d8a403	Phytophthora
Phytophthora_parasitica	#d8a403	Phytophthora
Phytophthora_parasitica	#d8a403	Phytophthora
Phytophthora_parasitica	#d8a403	Phytophthora
Phytophthora_pseudosyringae	#d8a403	Phytophthora
Phytophthora_ramorum	#d8a403	Phytophthora
Phytophthora_rubi	#d8a403	Phytophthora
Phytophthora_sojae	#d8a403	Phytophthora
Plasmopara_halstedii	#8b58df	Plasmopara
Globisporangium_ultimum	#e029fb	Globisporangium
Pythium_brassicum	#764d22	Pythium
Pythium_oligandrum	#764d22	Pythium
Achlya_hypogyna	#554ecc	Achlya
Aphanomyces_astaci	#8ed71a	Aphanomyces
Aphanomyces_euteiches	#8ed71a	Aphanomyces
Aphanomyces_invadans	#8ed71a	Aphanomyces
Aphanomyces_stellatus	#8ed71a	Aphanomyces
Saprolegnia_diclina	#91264d	Saprolegnia
Saprolegnia_parasitica	#91264d	Saprolegnia
Thraustotheca_clavata	#979035	Thraustotheca
Frigoriglobus_tundricola	#bf9e25	Frigoriglobus
Telmatocola_sphagniphila	#55a607	Telmatocola
Singulisphaera_acidiphila	#161ecb	Singulisphaera
Roseimaritima_multifibrata	#7b4f70	Roseimaritima
Rubripirellula_lacrimiformis	#cd9191	Rubripirellula
Rubripirellula_reticaptiva	#cd9191	Rubripirellula
Fuerstiella_sp.	#940af4	Fuerstiella
Brevundimonas_basaltis	#3416bf	Brevundimonas
Brevundimonas_goettingensis	#3416bf	Brevundimonas
Brevundimonas_sp._Root1279	#3416bf	Brevundimonas
Brevundimonas_sp._Root1423	#3416bf	Brevundimonas
Caulobacter_mirabilis	#004378	Caulobacter
Caulobacter_radicis	#004378	Caulobacter
Caulobacter_sp._Root655	#004378	Caulobacter
Caulobacteraceae_bacterium	#0c4206	nan
Phenylobacterium_sp._20VBR1	#fe5349	Phenylobacterium
Aurantimonas_sp._22II-16-19i	#e8fc0f	Aurantimonas
Jiella_endophytica	#345b16	Jiella
Beijerinckiaceae_bacterium_RH_AL1	#0c4206	nan
Bradyrhizobium_ivorense	#141d4a	Bradyrhizobium
Bradyrhizobium_sp._STM_3843	#141d4a	Bradyrhizobium
Nitrobacter_hamburgensis	#bc86ae	Nitrobacter
Nitrobacter_winogradskyi	#bc86ae	Nitrobacter
Breoghania_sp._L-A4	#12c043	Breoghania
Hyphomicrobium_album	#aa39c1	Hyphomicrobium
Rhodoplanes_roseus	#6f55be	Rhodoplanes
Methylobacterium_terrae	#dc2fb0	Methylobacterium
Microvirga_subterranea	#dc314c	Microvirga
Microvirga_vignae	#dc314c	Microvirga
Methylocystis_sp._B8	#26db1b	Methylocystis
Rhizobiales_bacterium_GAS113	#0c4206	nan
Mesorhizobium_australicum	#fc74d7	Mesorhizobium
Mesorhizobium_australicum	#fc74d7	Mesorhizobium
Mesorhizobium_sp._L-8-10	#fc74d7	Mesorhizobium
Mesorhizobium_sp._STM_4661	#fc74d7	Mesorhizobium
Reyranella_soli	#abfe68	Reyranella
Agrobacterium_vitis	#c58944	Agrobacterium
Ensifer_alkalisoli	#6d381f	Ensifer
Rhizobium_etli	#c8cdfe	Rhizobium
Rhizobium_gallicum	#c8cdfe	Rhizobium
Rhizobium_oryziradicis	#c8cdfe	Rhizobium
Sinorhizobium_meliloti	#6d9fd6	Sinorhizobium
Salinarimonas_ramus	#e3b626	Salinarimonas
Roseibium_aggregatum	#b11f58	Roseibium
Roseibium_suaedae	#b11f58	Roseibium
Marinicauda_algicola	#e7b5f9	Marinicauda
Rhodobacterales_bacterium	#0c4206	nan
Amaricoccus_solimangrovi	#9cc6be	Amaricoccus
Amaricoccus_sp._HAR-UPW-R2A-40	#9cc6be	Amaricoccus
Rhodobacteraceae_bacterium_HTCC2150	#0c4206	nan
Paenimaribius_caenipelagi	#a4545e	Paenimaribius
Paracoccus_caeni	#b35c90	Paracoccus
Paracoccus_denitrificans	#b35c90	Paracoccus
Paracoccus_lutimaris	#b35c90	Paracoccus
Pseudorhodobacter_sp.	#c93908	Pseudorhodobacter
Litoreibacter_roseus	#ed4575	Litoreibacter
Marinovum_algicola	#9d3f7b	Marinovum
Pelagimonas_phthalicica	#3738ba	Pelagimonas
Roseobacter_ponti	#254d1e	Roseobacter
Roseovarius_aestuarii	#3b1b81	Roseovarius
Ruegeria_pomeroyi	#16b03b	Ruegeria
Ruegeria_sp._ANG-S4	#16b03b	Ruegeria
Sagittula_sp._M10.9X	#7be0b6	Sagittula
Sagittula_stellata	#7be0b6	Sagittula
Salipiger_bermudensis	#99e228	Salipiger
Salipiger_thiooxidans	#99e228	Salipiger
Acidisphaera_rubrifaciens	#2f47e7	Acidisphaera
Azospirillum_doebereinerae	#9982d0	Azospirillum
Azospirillum_sp._RU38E	#9982d0	Azospirillum
Azospirillum_thermophilum	#9982d0	Azospirillum
Nitrospirillum_amazonense	#fb7667	Nitrospirillum
Nitrospirillum_amazonense	#fb7667	Nitrospirillum
Niveispirillum_lacus	#db436f	Niveispirillum
Elstera_cyanobacteriorum	#04431d	Elstera
Elstera_litoralis	#04431d	Elstera
Inquilinus_limosus	#8502ec	Inquilinus
Rhodospirillaceae_bacterium_B3	#0c4206	nan
Novispirillum_itersonii	#f26c1c	Novispirillum
Pontixanthobacter_luteolus	#79686f	Pontixanthobacter
Sphingobium_sp._SCG-1	#c7ec27	Sphingobium
Sphingobium_sp._YR768	#c7ec27	Sphingobium
Sphingomonas_alpina	#f8bd49	Sphingomonas
Sphingomonas_deserti	#f8bd49	Sphingomonas
Sphingomonas_gilva	#f8bd49	Sphingomonas
Sphingomonas_parva	#f8bd49	Sphingomonas
Sphingomonas_sp._FARSPH	#f8bd49	Sphingomonas
Sphingomonas_sp._HMWF008	#f8bd49	Sphingomonas
Sphingomonas_sp._JC676	#f8bd49	Sphingomonas
Burkholderia_pseudomallei	#e2d3dd	Burkholderia
Burkholderia_sp._Leaf177	#e2d3dd	Burkholderia
Candidatus_Burkholderia_verschuerenii	#e2d3dd	Burkholderia
Caballeronia_concitans	#172a1f	Caballeronia
Caballeronia_sp._SBC1	#172a1f	Caballeronia
Caballeronia_telluris	#172a1f	Caballeronia
Mycetohabitans_endofungorum	#486c79	Mycetohabitans
Paraburkholderia_phymatum	#7e51f7	Paraburkholderia
Paraburkholderia_sp._LEh10	#7e51f7	Paraburkholderia
Paucimonas_lemoignei	#82f5a3	Paucimonas
Ralstonia_solanacearum	#9b0611	Ralstonia
Acidovorax_anthurii	#27207d	Acidovorax
Acidovorax_valerianellae	#27207d	Acidovorax
Albitalea_terrae	#a0226b	Albitalea
Comamonas_sp._NLF-7-7	#1bdf9e	Comamonas
Delftia_acidovorans	#b5609a	Delftia
Ramlibacter_sp._WS9	#94434c	Ramlibacter
Schlegelella_brevitalea	#4f8de6	Schlegelella
Duganella_sp._GN2-R2	#c5d52c	Duganella
Glaciimonas_immobilis	#1901d8	Glaciimonas
Janthinobacterium_agaricidamnosum	#f3ae08	Janthinobacterium
Massilia_arenosa	#74356b	Massilia
Massilia_armeniaca	#74356b	Massilia
Massilia_dura	#74356b	Massilia
Massilia_horti	#74356b	Massilia
Massilia_psychrophila	#74356b	Massilia
Massilia_sp._BSC265	#74356b	Massilia
Massilia_sp._Dwa41.01b	#74356b	Massilia
Massilia_sp._Leaf139	#74356b	Massilia
Massilia_sp._WF1	#74356b	Massilia
Noviherbaspirillum_denitrificans	#80795b	Noviherbaspirillum
Noviherbaspirillum_pedocola	#80795b	Noviherbaspirillum
Noviherbaspirillum_sedimenti	#80795b	Noviherbaspirillum
Noviherbaspirillum_sp._Root189	#80795b	Noviherbaspirillum
Undibacterium_luofuense	#92d22f	Undibacterium
Undibacterium_rugosum	#92d22f	Undibacterium
Undibacterium_sp._KW1	#92d22f	Undibacterium
Andreprevotia_lacus	#b4a73c	Andreprevotia
Chromobacterium_sp._LK11	#ebaf17	Chromobacterium
Chromobacterium_violaceum	#ebaf17	Chromobacterium
Paludibacterium_paludis	#167c00	Paludibacterium
Paludibacterium_purpuratum	#167c00	Paludibacterium
Silvimonas_terrae	#5565e9	Silvimonas
Candidatus_Nitrotoga_fabula	#63ed65	Candidatus Nitrotoga
Nitrosomonas_aestuarii	#8f2d70	Nitrosomonas
Nitrosomonas_communis	#8f2d70	Nitrosomonas
Nitrosomonas_cryotolerans	#8f2d70	Nitrosomonas
Nitrosomonas_europaea	#8f2d70	Nitrosomonas
Nitrosomonas_halophila	#8f2d70	Nitrosomonas
Nitrosomonas_mobilis	#8f2d70	Nitrosomonas
Nitrosomonas_nitrosa	#8f2d70	Nitrosomonas
Nitrosomonas_sp._Nm51	#8f2d70	Nitrosomonas
Nitrosomonas_sp._Nm58	#8f2d70	Nitrosomonas
Nitrosomonas_sp._Nm84	#8f2d70	Nitrosomonas
Nitrosospira_briensis	#f8fea4	Nitrosospira
Nitrosospira_lacus	#f8fea4	Nitrosospira
Nitrosospira_multiformis	#f8fea4	Nitrosospira
Nitrosospira_sp._Nl5	#f8fea4	Nitrosospira
Nitrosospira_sp._Nsp1	#f8fea4	Nitrosospira
Nitrosospira_sp._Nsp14	#f8fea4	Nitrosospira
Nitrosovibrio_sp._Nv17	#090063	Nitrosovibrio
Nitrosovibrio_tenuis	#090063	Nitrosovibrio
Desulforhopalus_sp._IMCC35007	#fdff00	Desulforhopalus
Archangium_sp._Cb_G35	#613ec6	Archangium
Cystobacter_ferrugineus	#83cfd1	Cystobacter
Melittangium_boletus	#e535e1	Melittangium
Myxococcales_bacterium	#0c4206	nan
Nannocystaceae_bacterium	#0c4206	nan
Plesiocystis_pacifica	#888fa3	Plesiocystis
Sorangium_cellulosum	#c66156	Sorangium
Sandaracinus_amylolyticus	#a0e1e8	Sandaracinus
Motilimonas_pumila	#962d4a	Motilimonas
Arenicella_chitinivorans	#a668fd	Arenicella
Arenicella_xantha	#a668fd	Arenicella
Cellvibrio_polysaccharolyticus	#7d5eff	Cellvibrio
Cellvibrio_sp._PSBB006	#7d5eff	Cellvibrio
Saccharophagus_degradans	#b5cc32	Saccharophagus
Haliea_sp.	#319089	Haliea
Pararheinheimera_mesophila	#ba59f7	Pararheinheimera
Crenothrix_polyspora	#0c734e	Crenothrix
Methylomagnum_ishizawai	#1436a3	Methylomagnum
Methylovulum_psychrotolerans	#d2c136	Methylovulum
Acinetobacter_guillouiae	#4f571a	Acinetobacter
Gallaecimonas_xiamenensis	#0e1d1f	Gallaecimonas
Hahella_chejuensis	#40fd96	Hahella
Hahella_sp._CCB-MM4	#40fd96	Hahella
Halomonas_muralis	#594e5a	Halomonas
Halomonas_sp._YLB-10	#594e5a	Halomonas
Terasakiispira_papahanaumokuakeensis	#5d9d73	Terasakiispira
Marinomonas_mediterranea	#d08e3e	Marinomonas
Saccharospirillum_salsuginis	#130412	Saccharospirillum
Pseudomonas_asplenii	#e8287a	Pseudomonas
Pseudomonas_japonica	#e8287a	Pseudomonas
Pseudomonas_sp._ABC1	#e8287a	Pseudomonas
Pseudomonas_sp._SDI	#e8287a	Pseudomonas
Photobacterium_halotolerans	#3c4a16	Photobacterium
Vibrio_nigripulchritudo	#a08583	Vibrio
Vibrio_proteolyticus	#a08583	Vibrio
Dokdonella_immobilis	#5784fc	Dokdonella
Dyella_choica	#6b07d3	Dyella
Frateuria_terrea	#37b10a	Frateuria
Tahibacter_aquaticus	#250eb5	Tahibacter
Luteimonas_sp.	#ff73ce	Luteimonas
Lysobacter_antibioticus	#5ac6ef	Lysobacter
Lysobacter_bugurensis	#5ac6ef	Lysobacter
Lysobacter_daejeonensis	#5ac6ef	Lysobacter
Lysobacter_dokdonensis	#5ac6ef	Lysobacter
Lysobacter_sp.	#5ac6ef	Lysobacter
Lysobacter_sp._Root494	#5ac6ef	Lysobacter
Vulcaniibacterium_tengchongense	#74b3f9	Vulcaniibacterium
Vulcaniibacterium_thermophilum	#74b3f9	Vulcaniibacterium
Proteobacteria_bacterium	#0c4206	nan
Proteobacteria_bacterium_228	#0c4206	nan
Oligoflexus_sp.	#cd2485	Oligoflexus
Porphyra_umbilicalis	#46eec3	Porphyra
Galdieria_sulphuraria	#512277	Galdieria
Chondrus_crispus	#3b3850	Chondrus
Gracilariopsis_chorda	#4d26c1	Gracilariopsis
Candidatus_Nitrosocosmicus_oleophilus	#1d5f4b	Candidatus Nitrosocosmicus
Nitrososphaeraceae_archaeon	#0c4206	nan
Opitutaceae_bacterium	#0c4206	nan
Pedosphaera_parvula	#65c8fb	Pedosphaera
Brevifollis_gellanilyticus	#2c6b46	Brevifollis
Luteolibacter_ambystomatis	#2a06ae	Luteolibacter
Luteolibacter_luteus	#2a06ae	Luteolibacter
Chlamydomonas_eustigma	#6b87c8	Chlamydomonas
Chlamydomonas_reinhardtii	#6b87c8	Chlamydomonas
Chlamydomonas_schloesseri	#6b87c8	Chlamydomonas
Edaphochlamys_debaryana	#97f654	Edaphochlamys
Tetrabaena_socialis	#efa9d4	Tetrabaena
Gonium_pectorale	#cc4212	Gonium
Volvox_africanus	#ad7c59	Volvox
Volvox_carteri	#ad7c59	Volvox
Scenedesmus_sp._NREL_46B-D3	#aa5936	Scenedesmus
Tetradesmus_obliquus	#28a0f7	Tetradesmus
Chloropicon_primus	#aceb32	Chloropicon
Chlorella_sorokiniana	#1188f1	Chlorella
Chlorella_variabilis	#1188f1	Chlorella
Ostreobium_quekettii	#7d91b8	Ostreobium
Physcomitrium_patens	#b1da5d	Physcomitrium
Ceratodon_purpureus	#0a9483	Ceratodon
Chara_braunii	#a61bcd	Chara
Klebsormidium_nitens	#172153	Klebsormidium
Selaginella_moellendorffii	#8fd9d5	Selaginella
Colocasia_esculenta	#73f98d	Colocasia
Spirodela_intermedia	#314240	Spirodela
Zostera_marina	#b29dec	Zostera
Daucus_carota	#07f026	Daucus
Cocos_nucifera	#0d0fec	Cocos
Elaeis_guineensis	#be75bb	Elaeis
Phoenix_dactylifera	#481bec	Phoenix
Apostasia_shenzhenica	#85a29e	Apostasia
Dendrobium_catenatum	#15ad39	Dendrobium
Dendrobium_nobile	#15ad39	Dendrobium
Vanilla_planifolia	#d39b15	Vanilla
Artemisia_annua	#f00ef2	Artemisia
Cynara_cardunculus	#499d3a	Cynara
Helianthus_annuus	#c7d693	Helianthus
Lactuca_sativa	#325dfd	Lactuca
Mikania_micrantha	#a76bd7	Mikania
Carnegiea_gigantea	#3ead4c	Carnegiea
Chenopodium_quinoa	#ec390c	Chenopodium
Spinacia_oleracea	#053d93	Spinacia
Tripterygium_wilfordii	#f427f1	Tripterygium
Nyssa_sinensis	#0fecbb	Nyssa
Cucumis_melo	#8c8613	Cucumis
Cucumis_melo	#8c8613	Cucumis
Cucumis_sativus	#8c8613	Cucumis
Cucurbita_maxima	#0d26f5	Cucurbita
Momordica_charantia	#ec466b	Momordica
Dioscorea_zingiberensis	#29f063	Dioscorea
Actinidia_chinensis	#c83ba2	Actinidia
Actinidia_rufa	#c83ba2	Actinidia
Rhododendron_simsii	#75642c	Rhododendron
Rhododendron_williamsianum	#75642c	Rhododendron
Camellia_sinensis	#c811e9	Camellia
Camellia_sinensis	#c811e9	Camellia
Abrus_precatorius	#2b1f96	Abrus
Arachis_duranensis	#98b717	Arachis
Arachis_hypogaea	#98b717	Arachis
Cajanus_cajan	#8bbe32	Cajanus
Cicer_arietinum	#ebfffe	Cicer
Glycine_max	#820286	Glycine
Glycine_soja	#820286	Glycine
Lupinus_albus	#349c87	Lupinus
Lupinus_angustifolius	#349c87	Lupinus
Medicago_truncatula	#a939fb	Medicago
Phaseolus_vulgaris	#8fb800	Phaseolus
Pisum_sativum	#463e77	Pisum
Senna_tora	#4f832c	Senna
Trifolium_medium	#e2c503	Trifolium
Trifolium_pratense	#e2c503	Trifolium
Trifolium_subterraneum	#e2c503	Trifolium
Vigna_angularis	#6ecf2d	Vigna
Vigna_angularis	#6ecf2d	Vigna
Vigna_radiata	#6ecf2d	Vigna
Carpinus_fangiana	#76268f	Carpinus
Castanea_mollissima	#30bf5c	Castanea
Quercus_lobata	#6a6059	Quercus
Carya_illinoinensis	#70c4ae	Carya
Juglans_regia	#15a6f1	Juglans
Morella_rubra	#9b8720	Morella
Coffea_arabica	#c3d421	Coffea
Coffea_canephora	#c3d421	Coffea
Handroanthus_impetiginosus	#64fa5e	Handroanthus
Dorcoceras_hygrometricum	#e4d8d1	Dorcoceras
Salvia_splendens	#86cccf	Salvia
Genlisea_aurea	#a9de4a	Genlisea
Olea_europaea	#001353	Olea
Phtheirospermum_japonicum	#1dd7a7	Phtheirospermum
Striga_asiatica	#7cbfc3	Striga
Striga_hermonthica	#7cbfc3	Striga
Sesamum_indicum	#ac6f00	Sesamum
Erythranthe_guttata	#a0e5fd	Erythranthe
Cinnamomum_micranthum	#bf430c	Cinnamomum
Hevea_brasiliensis	#0d6af0	Hevea
Jatropha_curcas	#b1d5ec	Jatropha
Manihot_esculenta	#0281df	Manihot
Ricinus_communis	#4ba50e	Ricinus
Turnera_subulata	#f8d811	Turnera
Populus_alba	#18155e	Populus
Populus_deltoides	#18155e	Populus
Populus_tomentosa	#18155e	Populus
Populus_trichocarpa	#18155e	Populus
Salix_brachista	#a764e8	Salix
Salix_dunnii	#a764e8	Salix
Salix_koriyanagi	#a764e8	Salix
Salix_purpurea	#a764e8	Salix
Salix_viminalis	#a764e8	Salix
Corchorus_capsularis	#6f7877	Corchorus
Durio_zibethinus	#4b7318	Durio
Gossypium_anomalum	#ea95d8	Gossypium
Gossypium_aridum	#ea95d8	Gossypium
Gossypium_armourianum	#ea95d8	Gossypium
Gossypium_australe	#ea95d8	Gossypium
Gossypium_barbadense	#ea95d8	Gossypium
Gossypium_davidsonii	#ea95d8	Gossypium
Gossypium_gossypioides	#ea95d8	Gossypium
Gossypium_harknessii	#ea95d8	Gossypium
Gossypium_hirsutum	#ea95d8	Gossypium
Gossypium_klotzschianum	#ea95d8	Gossypium
Gossypium_laxum	#ea95d8	Gossypium
Gossypium_lobatum	#ea95d8	Gossypium
Gossypium_mustelinum	#ea95d8	Gossypium
Gossypium_raimondii	#ea95d8	Gossypium
Gossypium_schwendimanii	#ea95d8	Gossypium
Gossypium_stocksii	#ea95d8	Gossypium
Gossypium_trilobum	#ea95d8	Gossypium
Herrania_umbratica	#1c8c23	Herrania
Hibiscus_syriacus	#bdc392	Hibiscus
Theobroma_cacao	#157d55	Theobroma
Punica_granatum	#6a3b0e	Punica
Eucalyptus_grandis	#4482b5	Eucalyptus
Rhodamnia_argentea	#184d49	Rhodamnia
Cephalotus_follicularis	#0093ed	Cephalotus
Ananas_comosus	#826c84	Ananas
Carex_littledalei	#1c939d	Carex
Aegilops_tauschii	#637e9e	Aegilops
Brachypodium_distachyon	#a077b8	Brachypodium
Dichanthelium_oligosanthes	#81c949	Dichanthelium
Digitaria_exilis	#9b67f8	Digitaria
Eragrostis_curvula	#00ebde	Eragrostis
Hordeum_vulgare	#89a1c0	Hordeum
Leersia_perrieri	#e1fe28	Leersia
Miscanthus_lutarioriparius	#64da74	Miscanthus
Oryza_barthii	#f39512	Oryza
Oryza_brachyantha	#f39512	Oryza
Oryza_glumipatula	#f39512	Oryza
Oryza_meridionalis	#f39512	Oryza
Oryza_meyeriana	#f39512	Oryza
Oryza_nivara	#f39512	Oryza
Oryza_punctata	#f39512	Oryza
Oryza_rufipogon	#f39512	Oryza
Oryza_sativa	#f39512	Oryza
Oryza_sativa	#f39512	Oryza
Panicum_hallii	#749e96	Panicum
Panicum_miliaceum	#749e96	Panicum
Panicum_virgatum	#749e96	Panicum
Setaria_italica	#d93d6a	Setaria
Setaria_viridis	#d93d6a	Setaria
Sorghum_bicolor	#8a0f87	Sorghum
Triticum_aestivum	#b17386	Triticum
Triticum_turgidum	#b17386	Triticum
Triticum_urartu	#b17386	Triticum
Zea_mays	#2ab1e6	Zea
Zizania_palustris	#15ffb3	Zizania
Nelumbo_nucifera	#47002c	Nelumbo
Protea_cynaroides	#9e1325	Protea
Kingdonia_uniflora	#4db075	Kingdonia
Macleaya_cordata	#dee904	Macleaya
Papaver_somniferum	#b8098c	Papaver
Aquilegia_coerulea	#24bf7e	Aquilegia
Coptis_chinensis	#9a444f	Coptis
Thalictrum_thalictroides	#5d57a5	Thalictrum
Cannabis_sativa	#6fd1b4	Cannabis
Parasponia_andersonii	#a5c7f4	Parasponia
Trema_orientale	#a7baf6	Trema
Morus_notabilis	#20a01d	Morus
Rhamnella_rubrinervis	#0b78e5	Rhamnella
Ziziphus_jujuba	#98f08d	Ziziphus
Ziziphus_jujuba	#98f08d	Ziziphus
Malus_baccata	#9247b7	Malus
Malus_domestica	#9247b7	Malus
Prunus_armeniaca	#0d2faf	Prunus
Prunus_avium	#0d2faf	Prunus
Prunus_dulcis	#0d2faf	Prunus
Prunus_persica	#0d2faf	Prunus
Prunus_yedoensis	#0d2faf	Prunus
Pyrus_ussuriensis_x_Pyrus_communis	#d0be5c	Pyrus
Rosa_chinensis	#a6a66b	Rosa
Citrus_clementina	#c5669b	Citrus
Citrus_sinensis	#c5669b	Citrus
Acer_yangbiense	#d32d25	Acer
Kalanchoe_fedtschenkoi	#9a0d9b	Kalanchoe
Cuscuta_australis	#6a53c3	Cuscuta
Cuscuta_campestris	#6a53c3	Cuscuta
Cuscuta_europaea	#6a53c3	Cuscuta
Anisodus_acutangulus	#e57a20	Anisodus
Capsicum_annuum	#57b116	Capsicum
Capsicum_baccatum	#57b116	Capsicum
Nicotiana_attenuata	#80daea	Nicotiana
Nicotiana_sylvestris	#80daea	Nicotiana
Nicotiana_tabacum	#80daea	Nicotiana
Solanum_commersonii	#c53af1	Solanum
Solanum_lycopersicum	#c53af1	Solanum
Solanum_tuberosum	#c53af1	Solanum
Tetracentron_sinense	#e0bb7b	Tetracentron
Vitis_vinifera	#8e1755	Vitis
Ensete_ventricosum	#da6b4b	Ensete
Musa_acuminata	#2361c3	Musa
Musa_balbisiana	#2361c3	Musa
Musa_troglodytarum	#2361c3	Musa
Zingiber_officinale	#cb2914	Zingiber
Marchantia_polymorpha	#8a6f19	Marchantia
Marchantia_polymorpha	#8a6f19	Marchantia
Adiantum_capillus-veneris	#e9683a	Adiantum
Ceratopteris_richardii	#277cbe	Ceratopteris
